date,runup,drawdown,z
2021-01-13,0.0035796396402016334,0.0794114943612042,0.04313279584950599
2021-01-14,0.008078153478869012,0.07491298052253695,0.09733754787266986
2021-01-15,0.01935574493565162,0.06363538906575421,0.2332266593118699
2021-01-18,0.027910752367218194,0.055080381634187776,0.3363100492968966
2021-01-19,0.033655863417417956,0.049335270583988004,0.40553564934837244
2021-01-20,0.0287042827697472,0.05428685123165861,0.34587167792237866
2021-01-21,0.03146281320178899,0.051528320799616854,0.37911053488262997
2021-01-22,0.015682096370825013,0.06730903763058083,0.18896110481583928
2021-01-25,0.0023573699076261225,0.08063376409377983,0.028405081289601203
2021-01-26,0.0,0.086276101928937,0.0
2021-01-27,0.004679605918067082,0.08159649601086988,0.05423988582517941
2021-01-28,0.0,0.08401463005552691,0.0
2021-01-29,0.0,0.08816214066775556,0.0
2021-02-01,0.002460290074570633,0.07559592846918753,0.03151946277273731
2021-02-02,0.000685715640845981,0.07272843532771356,0.009340374189434496
2021-02-03,0.0,0.06805392516854383,0.0
2021-02-04,0.0,0.07787149422741178,0.0
2021-02-05,0.0019325706164857394,0.07312678638581045,0.0257472311736779
2021-02-08,0.005155061505154193,0.06990429549714187,0.06867979837605721
2021-02-09,0.015680503136921407,0.05937885386537453,0.20890803975901057
2021-02-10,0.02132584199501531,0.05373351500728082,0.2841197000177198
2021-02-18,0.04590284176881668,0.029156515233479417,0.611553890175378
2021-02-19,0.06742435648084226,0.007635000521453925,0.8982804965779235
2021-02-22,0.08014106994184972,0.0,1.0
2021-02-23,0.0783115885365257,0.0018294814053240029,0.9771717372047631
2021-02-24,0.07276926025314984,0.007371809688699976,0.9080145836080183
2021-02-25,0.07835948758177011,0.001781582360079518,0.9777694213295102
2021-02-26,0.0686114364625951,0.011529633479254642,0.8561332723955328
2021-03-01,0.08132134535127883,0.0,1.0
2021-03-02,0.07315520512286135,0.008166140228417523,0.8995818355790507
2021-03-03,0.09298270174113951,0.0,1.0
2021-03-04,0.09112591785703841,0.0018567838841012114,0.9800308675771712
2021-03-05,0.09550149297609382,0.0,1.0
2021-03-08,0.09005523295584332,0.005446260020250459,0.9429719907979471
2021-03-09,0.07646092969587771,0.01904056328021603,0.8006254909021964
2021-03-10,0.06444874218038023,0.031052750795713447,0.6748453890298166
2021-03-11,0.08491229957926408,0.010589193396829583,0.8891201271640821
2021-03-12,0.09279926920535814,0.002702223770735581,0.9717049054781582
