date,000312.OF,002236.OF,003194.OF,004195.OF,004409.OF,004744.OF,005562.OF,164304.OF,690008.OF
2015-09-15,-0.3076848702633238,,,,,,,0.593622210653938,0.0914226478600268
2015-09-16,-0.30488208712552073,,,,,,,0.5571513103311776,0.08674599322465966
2015-09-17,-0.3037689387262949,,,,,,,0.5630660960196708,0.08566925029535626
2015-09-18,-0.30377640898965663,,,,,,,0.5564822592894489,0.08649552814155614
2015-09-21,-0.3042376869183318,,,,,,,0.5000535481319643,0.08501529160222614
2015-09-22,-0.3042247519443769,,,,,,,0.48843160991194645,0.0855435690494641
2015-09-23,-0.3060298684708449,,,,,,,0.47088605898962066,0.08010895104457737
2015-09-24,-0.30581083036446366,,,,,,,0.4690112142624148,0.08044328809534752
2015-09-25,-0.3060136484681509,,,,,,,0.46489265034190547,0.08559484902878464
2015-09-28,-0.30619803070070123,,,,,,,0.4895004342680084,0.0890835010345964
2015-09-29,-0.30607131884829086,,,,,,,0.48584899399248793,0.08729360658969786
2015-09-30,-0.3045644741716697,,,,,,,0.4823518838788642,0.0887668405126541
2015-10-08,-0.3046410601855198,,,,,,,0.49785401788365974,0.0869530783075942
2015-10-09,-0.2995183048595375,,,,,,,0.5215575856537251,0.11054986205905411
2015-10-12,-0.2994748622630818,,,,,,,0.5195197827873452,0.11042557299716556
2015-10-13,-0.2971434847377556,,,,,,,0.520236956297631,0.11592466171297315
2015-10-14,-0.2962642748604433,,,,,,,0.5211497175115485,0.11356028958023855
2015-10-15,-0.29612126706913466,,,,,,,0.5344474548151709,0.11427945286356728
2015-10-16,-0.29567805478909376,,,,,,,0.5410174001733818,0.11725095873341977
2015-10-19,-0.2953714006545514,,,,,,,0.5188581964145533,0.11653094919001739
2015-10-20,-0.2933039891836184,,,,,,,0.520309652688141,0.12018609411792203
2015-10-21,-0.29507437802736436,,,,,,,0.4916663691235194,0.1224268681056158
2015-10-22,-0.29779342498166406,,,,,,,0.47622640873341526,0.1230601991514638
2015-10-23,-0.2838480802445846,,,,,,,0.479373160526908,0.1479060069240574
2015-10-26,-0.2835371448717018,,,,,,,0.5095564050829497,0.15067329148474568
2015-10-27,-0.27794032575926136,,,,,,,0.614088013458385,0.15333631541722664
2015-10-28,-0.2763748036860962,,,,,,,0.6347167262688747,0.1506289062124302
2015-10-29,-0.275520467213676,,,,,,,0.632490409659757,0.14810027864495562
2015-10-30,-0.2773228423662913,,,,,,,0.6233126417757952,0.15712235892223522
2015-11-02,-0.27751026254675193,,,,,,,0.6253147853226692,0.1590743576369475
2015-11-03,-0.27793082883328474,,,,,,,0.6232299194727348,0.1609787794292228
2015-11-04,-0.27641698164607925,,,,,,,0.6555900030444616,0.16360710667044467
2015-11-05,-0.2786454592001449,,,,,,,0.6560262721192981,0.1673481897126868
2015-11-06,-0.2795467191655011,,,,,,,0.6624539742306776,0.16702249164260982
2015-11-09,-0.2773326735625013,,,,,,,0.6406211810120381,0.16729846926324687
2015-11-10,-0.27533197098189044,,,,,,,0.6574372956361788,0.17667353854120754
2015-11-11,-0.2765959135831442,,,,,,,0.6638070283318347,0.16164552490937958
2015-11-12,-0.2764265957268148,,,,,,,0.6600143059241734,0.1574840555884078
2015-11-13,-0.27753286318897946,,,,,,,0.6547444646437761,0.14605784748986006
2015-11-16,-0.277830961289727,,,,,,,0.6523794781904317,0.15509944998974268
2015-11-17,-0.27747913377839667,,,,,,,0.6525441216306471,0.15496895333390306
2015-11-18,-0.2797185796642316,,,,,,,0.6555955675996437,0.15335176169333323
2015-11-19,-0.2779997120482099,,,,,,,0.6591326392188673,0.15351739716112306
2015-11-20,-0.2809863297685773,,,,,,,0.6435539034401501,0.15739947509289506
2015-11-23,-0.28125183694285444,,,,,,,0.6434315799718162,0.16059292316445442
2015-11-24,-0.2832321033862642,,,,,,,0.646457638654475,0.16615789489898516
2015-11-25,-0.28351817886456787,,,,,,,0.6463102429284551,0.16469753632908746
2015-11-26,-0.28349553420769896,,,,,,,0.6590026681780244,0.1628483552892783
2015-11-27,-0.2921291377711062,,,,,,,0.6580217730456662,0.16444924982396217
2015-11-30,-0.29688878881754616,,,,,,,0.6506258932323836,0.1348348000533682
2015-12-01,-0.29739980546558253,,,,,,,0.6526407037744771,0.1402772031163578
2015-12-02,-0.296743114214896,,,,,,,0.6687580123055268,0.13965337272806563
2015-12-03,-0.3061947272429852,,,,,,,0.6708024781006735,0.14537028665216647
2015-12-04,-0.3060277956767559,,,,,,,0.6634492372837932,0.14574328593465724
2015-12-07,-0.30518411837167486,,,,,,,0.6630006898796403,0.14434372737575854
2015-12-08,-0.30639249063221097,,,,,,,0.6638823326585881,0.14406500851506313
2015-12-09,-0.30656537569372755,,,,,,,0.6651841463757813,0.14379579249466834
2015-12-10,-0.31152435997086,,,,,,,0.6226926023496175,0.14172607355756559
2015-12-11,-0.31283084056037963,,,,,,,0.615605352955969,0.15238818692328743
2015-12-14,-0.3127601412836645,,,,,,,0.6207820945193736,0.15445740334864727
2015-12-15,-0.3143372428077671,,,,,,,0.5926751012385751,0.13929935763729745
2015-12-16,-0.31106091319155843,,,,,,,0.6054352122395796,0.15418139858816113
2015-12-17,-0.311067673337838,,,,,,,0.6066887690795868,0.15236299599061648
2015-12-18,-0.3110953969220757,,,,,,,0.6067563151763717,0.15248814150256915
2015-12-21,-0.3114814235475944,,,,,,,0.6063660981522924,0.15220466269384214
2015-12-22,-0.3115420302299584,,,,,,,0.6044494081726579,0.14804462908723695
2015-12-23,-0.31112134638055033,,,,,,,0.6032190938243696,0.1468354785624289
2015-12-24,-0.310196217410478,,,,,,,0.6074537986675884,0.1447285547710673
2015-12-25,-0.3097020549018964,,,,,,,0.5493911405017963,0.13440505629669078
2015-12-28,-0.3250959026718729,,,,,,,0.5142241159930222,0.1277641879893291
2015-12-29,-0.3356341837993533,,,,,,,0.49723197082638704,0.12407898323210076
2015-12-30,-0.3356579441825514,,,,,,,0.5012729035252137,0.12185989630254672
2015-12-31,-0.34068206706795606,,,,,,,0.46509216833506084,0.12081099385869473
2016-01-04,-0.3409462304125207,,,,,,,0.4717460931163581,0.12248559689434033
2016-01-05,-0.3405840154119824,,,,,,,0.48002474557442876,0.11747953110115689
2016-01-06,-0.34033884864917197,,,,,,,0.44096234386826905,0.14110586867156186
2016-01-07,-0.3301267105069708,,,,,,,0.44249242416234935,0.14507349297315808
2016-01-08,-0.3106328437074043,,,,,,,0.4567459148512567,0.16064486303799516
2016-01-11,-0.29189780390347864,,,,,,,0.4673257288021116,0.16834147091872345
2016-01-12,-0.2787053302529733,,,,,,,0.40730417538458197,0.2298333030357952
2016-01-13,-0.27453379301487135,,,,,,,0.34553524442047523,0.23662507572016034
2016-01-14,-0.2819313399999115,,,,,,,0.345522862624939,0.2361978831544497
2016-01-15,-0.27789538679623177,,,,,,,0.34432613766338777,0.23724846887114756
2016-01-18,-0.2736013192811294,,,,,,,0.3209501527713568,0.22918235357479724
2016-01-19,-0.2777004836136439,,,,,,,0.32723896875178604,0.22719597889953913
2016-01-20,-0.26537288323315683,,,,,,,0.3546072173845653,0.24158330080316245
2016-01-21,-0.26786057028143545,,,,,,,0.32630524554872936,0.2522941899528678
2016-01-22,-0.2592640384337375,,,,,,,0.3167382256115594,0.2516224378346923
2016-01-25,-0.2575190268613528,,,,,,,0.3165906165443104,0.2536295841556635
2016-01-26,-0.26486860013909946,,,,,,,0.34208307296374074,0.24660212369522036
2016-01-27,-0.26557475772867306,,,,,,,0.3480224189290606,0.2444226044132396
2016-01-28,-0.2637510069061988,,,,,,,0.353281157472453,0.2403958365319248
2016-01-29,-0.26860873754987774,,,,,,,0.33925299188277575,0.25414429934595273
2016-02-01,-0.2705247796120613,,,,,,,0.34064990536177614,0.2556085329488489
2016-02-02,-0.270236306382994,,,,,,,0.3394492155770051,0.25621716131668926
2016-02-03,-0.27125273133394134,,,,,,,0.3224340766859003,0.25645347732572177
2016-02-04,-0.27126719404895777,,,,,,,0.3226249470630231,0.2583713325839584
2016-02-05,-0.2760901913654442,,,,,,,0.32527717768430237,0.2584902093315917
2016-02-15,-0.2782701807560388,,,,,,,0.29767190842836183,0.22998735730461778
2016-02-16,-0.2787505010102162,,,,,,,0.29966400304682345,0.2404466670524831
2016-02-17,-0.28285872589787475,,,,,,,0.3000435460884681,0.24269432169407185
2016-02-18,-0.27717871714532744,,,,,,,0.29088873074180993,0.25312456200733663
2016-02-19,-0.27669787331701445,,,,,,,0.2908852496009859,0.25486513299363156
2016-02-22,-0.2767351161812919,,,,,,,0.291862325928688,0.25663106479732656
2016-02-23,-0.28335136364043323,,,,,,,0.24079271807395605,0.28461835481146486
2016-02-24,-0.2858596767710021,,,,,,,0.24174983653940238,0.29939793716403534
2016-02-25,-0.2812806510983523,,,,,,,0.22159224945960648,0.27454291353320964
2016-02-26,-0.27895111497496705,,,,,,,0.2332380029809559,0.3043555868110558
2016-02-29,-0.2841890354205825,,,,,,,0.25126614096823335,0.30315779716595626
2016-03-01,-0.28097303686631325,,,,,,,0.2493006952189537,0.30788996601006485
2016-03-02,-0.28084671807710154,,,,,,,0.24926715445247596,0.3054135079008511
2016-03-03,-0.28078293519812014,,,,,,,0.2547925819934972,0.30534822544447315
2016-03-04,-0.2632918373061607,,,,,,,0.2820425402109867,0.30898984282830205
2016-03-07,-0.24209375167587782,,,,,,,0.2747201359786057,0.34699087210602597
2016-03-08,-0.24271817026289816,,,,,,,0.28198715948544834,0.3687905919212486
2016-03-09,-0.2549236531124701,,,,,,,0.2540773247244382,0.4392797307937255
2016-03-10,-0.24797750497217408,,,,,,,0.2733445487759331,0.4665974529596456
2016-03-11,-0.24748224142662323,,,,,,,0.273427877354123,0.4686787349223464
2016-03-14,-0.2543435456139973,,,,,,,0.27618811444862534,0.4703776203303463
2016-03-15,-0.2531311837622826,,,,,,,0.27507613133827963,0.47587834644627414
2016-03-16,-0.27872197145936745,,,,,,,0.2667995336848681,0.4885805775501286
2016-03-17,-0.2977316745759655,,,,,,,0.2558095417851243,0.4815148742759756
2016-03-18,-0.29982940692126087,,,,,,,0.25922096138104395,0.48052912562446287
2016-03-21,-0.30507150453437365,,,,,,,0.26226780982631975,0.4823961697065464
2016-03-22,-0.31982000010474865,,,,,,,0.28806465225768774,0.49349728107822055
2016-03-23,-0.3193259510937695,,,,,,,0.28692903958100907,0.49070311156532864
2016-03-24,-0.335474662473522,,,,,,,0.29878810654242827,0.47352740596094844
2016-03-25,-0.33371496766243597,,,,,,,0.29263285175818193,0.47171957429014183
2016-03-28,-0.33370769271217404,,,,,,,0.29207856649355585,0.46858361537651
2016-03-29,-0.33363268316737765,,,,,,,0.3014826766959698,0.46026440091490844
2016-03-30,-0.33164263127498833,,,,,,,0.2884474616715814,0.4675580683563141
2016-03-31,-0.3187885176869731,,,,,,,0.2907947214004207,0.4501793476966672
2016-04-01,-0.3178465256728183,,,,,,,0.2892859898491424,0.4560269830582151
2016-04-05,-0.3133496575741625,,,,,,,0.2910790702813694,0.46532369039336435
2016-04-06,-0.3175873338108079,,,,,,,0.2946707149515832,0.4647467387457602
2016-04-07,-0.31857984558993907,,,,,,,0.2947280612233887,0.4651902051869717
2016-04-08,-0.31873899725129134,,,,,,,0.29503895150625914,0.4665523901889633
2016-04-11,-0.3188070249635733,,,,,,,0.2947778025915131,0.4656276205867204
2016-04-12,-0.31758919268899616,,,,,,,0.2910090127715888,0.46468809115853177
2016-04-13,-0.3207326669412369,,,,,,,0.2939619363182085,0.42482784463838885
2016-04-14,-0.32946460072380895,,,,,,,0.2971042595465158,0.3929137130307425
2016-04-15,-0.33201187981651614,,,,,,,0.29551736367368053,0.39513454767604506
2016-04-18,-0.3327022476058198,,,,,,,0.29678514800789235,0.39319311360879206
2016-04-19,-0.3327173756976136,,,,,,,0.2916458447779108,0.3928685819142135
2016-04-20,-0.3867306871617203,,,,,,,0.2857838860311903,0.3715191942645463
2016-04-21,-0.44331391643981344,,,,,,,0.30054505375487894,0.4163373736487327
2016-04-22,-0.44865080327624557,,,,,,,0.3280370034918631,0.4790784348363828
2016-04-25,-0.4401662272858537,,,,,,,0.34234845350231496,0.49573944018818966
2016-04-26,-0.4362481916402618,,,,,,,0.34478598050978704,0.4980195667146043
2016-04-27,-0.4392590851257551,,,,,,,0.34343283916993617,0.4969096737402027
2016-04-28,-0.4432528307242952,,,,,,,0.35298816210685263,0.4871947618041288
2016-04-29,-0.4453662921853208,,,,,,,0.35324164653183393,0.4916752635489608
2016-05-03,-0.4466074976322979,,,,,,,0.34955340891991243,0.49631075463217644
2016-05-04,-0.44697115415242245,,,,,,,0.35047616530128145,0.4859891178147654
2016-05-05,-0.44698583267837094,,,,,,,0.35033111247869425,0.48455378292654183
2016-05-06,-0.43977214662395053,,,,,,,0.3375222371035401,0.4822962236831674
2016-05-09,-0.42004519817449404,,,,,,,0.3344349729043156,0.5209148835577065
2016-05-10,-0.41501552328596664,,,,,,,0.3372345618596219,0.5300653519797555
2016-05-11,-0.4148306720669423,,,,,,,0.34022286416346953,0.5308489448405783
2016-05-12,-0.4063625147387569,,,,,,,0.32009989433263236,0.5136881861052378
2016-05-13,-0.38980183800951346,,,,,,,0.2926702768050038,0.5155057407943214
2016-05-16,-0.39094582776607945,,,,,,,0.2857918682456066,0.5198710087139182
2016-05-17,-0.39439236268620237,,,,,,,0.30211986673629404,0.5194431027348158
2016-05-18,-0.3879305333221673,,,,,,,0.26805968677255476,0.5514557247776117
2016-05-19,-0.385714989005938,,,,,,,0.2698450870188981,0.59013975727281
2016-05-20,-0.3864820834820928,,,,,,,0.27479701530933304,0.5601711775334544
2016-05-23,-0.3850335103222103,,,,,,,0.27157663159101436,0.560130158759967
2016-05-24,-0.3845084414435435,,,,,,,0.2685215264286433,0.5583855548814128
2016-05-25,-0.3843317899388052,,,,,,,0.2707014192899559,0.5595058857358692
2016-05-26,-0.3844583458838144,,,,,,,0.2694369296969487,0.5491261423505076
2016-05-27,-0.37916557587361194,,,,,,,0.27133318915309373,0.519578290149438
2016-05-30,-0.38140244062492057,,,,,,,0.2555390122151562,0.5250170650685005
2016-05-31,-0.3592765116352479,,,,,,,0.2952484134698503,0.4736122638960268
2016-06-01,-0.3662319827431487,,,,,,,0.30277155931844935,0.4867404055205695
2016-06-02,-0.3613568561680919,,,,,,,0.3081351505403398,0.4664250185791932
2016-06-03,-0.37464397636283825,,,,,,,0.31152226023444723,0.4861920966037479
2016-06-06,-0.38189539064787914,,,,,,,0.3116910793193006,0.5105203400657601
2016-06-07,-0.37972253501689424,,,,,,,0.312521382730183,0.5034833933056032
2016-06-08,-0.3814905368277204,,,,,,,0.30949732336215385,0.5051070502636922
2016-06-13,-0.38147626968609055,,,,,,,0.308706370683833,0.4973107831849954
2016-06-14,-0.384772105170961,,,,,,,0.3084569886781931,0.4835992422503244
2016-06-15,-0.40124346966397395,,,,,,,0.30918495720300276,0.507018051738523
2016-06-16,-0.39925391606925886,,,,,,,0.30944103592111216,0.5109954194223479
2016-06-17,-0.4079573964969285,,,,,,,0.34328112813758993,0.5242235200693485
2016-06-20,-0.4095106682776956,,,,,,,0.3590450686934973,0.5171244140651897
2016-06-21,-0.41088409501341955,,,,,,,0.3737709390743666,0.5126350319277634
2016-06-22,-0.4116393606560416,,,,,,,0.3793440331324841,0.5189446518205965
2016-06-23,-0.41404184719483333,,,,,,,0.3752481685895539,0.5249825964108996
2016-06-24,-0.4151163795345992,,,,,,,0.36546079121164876,0.5334556677318382
2016-06-27,-0.4153740543924099,,,,,,,0.36498732186706334,0.534073104474633
2016-06-28,-0.4161420474151548,,,,,,,0.36947559579008815,0.539901695557074
2016-06-29,-0.41620672095017575,,,,,,,0.36863668602528926,0.5438401725999983
2016-06-30,-0.4158395529902273,,,,,,,0.3725620848232344,0.5298570763581412
2016-07-01,-0.41584299531420155,,,,,,,0.3725360904747407,0.5311991788799022
2016-07-04,-0.41610131568570163,,,,,,,0.3701600950681406,0.5265073154269886
2016-07-05,-0.4163052616990371,,,,,,,0.3721120788051611,0.5134001406258278
2016-07-06,-0.4132650759557756,,,,,,,0.36628121854235723,0.517053902311903
2016-07-07,-0.4136186296422497,,,,,,,0.3643624060224386,0.5154862633829304
2016-07-08,-0.4130851802122039,,,,,,,0.36608442457635737,0.5280500223814962
2016-07-11,-0.4118607164655965,,,,,,,0.36444699672293224,0.5174427326197731
2016-07-12,-0.41252114048304295,,,,,,,0.3661818797690476,0.5300477553654519
2016-07-13,-0.4128415827419121,,,,,,,0.36161891131161983,0.5287477947866961
2016-07-14,-0.41666190814187776,,,,,,,0.3552542428324525,0.5189197234066413
2016-07-15,-0.4141387927300545,,,,,,,0.362132018402125,0.5214946030326587
2016-07-18,-0.413052014830463,,,,,,,0.36535959557840714,0.5222885808925036
2016-07-19,-0.41295751352465454,,,,,,,0.36532795625670217,0.5243472048021192
2016-07-20,-0.4119373089068848,,,,,,,0.3644128416331711,0.5238330721042099
2016-07-21,-0.4114204048540344,,,,,,,0.36102555885042886,0.5241120584119194
2016-07-22,-0.41024142032881666,,,,,,,0.36121183016933633,0.5239409713069869
2016-07-25,-0.40502952003385473,,,,,,,0.3723867548633696,0.5044744555265998
2016-07-26,-0.4047550568573131,,,,,,,0.37897367032512325,0.46772202280720854
2016-07-27,-0.4095529911160273,,,,,,,0.39481790464094657,0.5084634919569943
2016-07-28,-0.4165772140118854,,,,,,,0.411133913854278,0.5220516938551262
2016-07-29,-0.42389289065680696,,,,,,,0.4120435579180037,0.5271512180013158
2016-08-01,-0.4234125094748258,,,,,,,0.41088709118725375,0.5094467695613065
2016-08-02,-0.42657943097380974,,,,,,,0.4094172916332204,0.47743906812363207
2016-08-03,-0.4272455754086831,,,,,,,0.40752180740340493,0.4757202128003381
2016-08-04,-0.42620548196428726,,,,,,,0.40272151818405094,0.4663499533204494
2016-08-05,-0.4248665978272714,,,,,,,0.398138417788781,0.46163096892842975
2016-08-08,-0.425561332024021,,,,,,,0.39895464602462183,0.4603942998934683
2016-08-09,-0.4279158187716493,,,,,,,0.3950547421161227,0.4539230360552221
2016-08-10,-0.4278723569097865,,,,,,,0.3970161023667457,0.446172732147765
2016-08-11,-0.42864858010414697,,,,,,,0.3980751222104191,0.45471348079197443
2016-08-12,-0.4278895054269461,,,,,,,0.4040031164051375,0.4498970426899176
2016-08-15,-0.4194518605244684,,,,,,,0.42393528301987515,0.4441510030457247
2016-08-16,-0.4242616851393051,,,,,,,0.45805988103419404,0.4831511157559344
2016-08-17,-0.42341446871109917,,,,,,,0.45681449183146744,0.4813774562744862
2016-08-18,-0.4236737907521392,,,,,,,0.45712532954564095,0.48028952815208575
2016-08-19,-0.4228654484011288,,,,,,,0.45321559849808646,0.4732535617366393
2016-08-22,-0.4204917369575557,,,,,,,0.45087400230809993,0.4725121865485812
2016-08-23,-0.42278330160998084,,,,,,,0.4538962353026603,0.47135267661462604
2016-08-24,-0.42279491868666685,,,,,,,0.4541382428730279,0.45999955447116175
2016-08-25,-0.42289501257272194,,,,,,,0.45405233714443266,0.4603028716659869
2016-08-26,-0.4233438882975389,,,,,,,0.4556411640467996,0.46174844776392515
2016-08-29,-0.423778063374088,,,,,,,0.456513055225257,0.45435746620371315
2016-08-30,-0.4226397083946447,,,,,,,0.46947565855669954,0.44307502727815046
2016-08-31,-0.42320358978883166,,,,,,,0.4690693826681333,0.4428531668499796
2016-09-01,-0.42303773952329726,,,,,,,0.4659109329789659,0.4418217223881922
2016-09-02,-0.4231595326594651,,,,,,,0.46186389482082657,0.43761806734914943
2016-09-05,-0.4249958772689123,,,,,,,0.4646496840237224,0.44632681364527865
2016-09-06,-0.42754337705226986,,,,,,,0.4475394324631878,0.45479642596813213
2016-09-07,-0.4290678570285266,,,,,,,0.4423818894927086,0.45016144182689694
2016-09-08,-0.42441494747812086,,,,,,,0.4377245715184188,0.45163826458573203
2016-09-09,-0.41069556705925514,,,,,,,0.4597173971550495,0.4411924211303967
2016-09-12,-0.41335752586113217,,,,,,,0.44800834139609613,0.4566512935194704
2016-09-13,-0.4349831412171352,,,,,,,0.3877942643394293,0.49342911916253446
2016-09-14,-0.44640841173353435,,,,,,,0.37839147144471014,0.439315330479212
2016-09-19,-0.43712478970080826,,,,,,,0.38569805619680514,0.4297152265672367
2016-09-20,-0.43722526550072494,,,,,,,0.38723417249699366,0.42966442884829015
2016-09-21,-0.4386704077178399,,,,,,,0.3867867168463235,0.42700314487577995
2016-09-22,-0.44502979242967616,,,,,,,0.3899692657534419,0.41843570560667676
2016-09-23,-0.4438464210275086,,,,,,,0.385663516742549,0.41474433266337213
2016-09-26,-0.44247724498710844,,,,,,,0.38610383906637336,0.41110159872246554
2016-09-27,-0.43649144256026534,,,,,,,0.37980705636271384,0.40770536780171285
2016-09-28,-0.4374295622390389,,,,,,,0.3798814976200108,0.4078207699977167
2016-09-29,-0.4374797807073233,,,,,,,0.3798966961210023,0.41045099321377343
2016-09-30,-0.4382428127301015,,,,,,,0.37769757676413473,0.4109372606995816
2016-10-10,-0.4382200668618729,,,,,,,0.37622557462091205,0.4179671022953298
2016-10-11,-0.4410600803636158,,,,,,,0.37401365466720604,0.4283547380056754
2016-10-12,-0.4387782977046565,,,,,,,0.3746775447232432,0.42734257008744014
2016-10-13,-0.4378247622912551,,,,,,,0.3737837108474187,0.42699937934436893
2016-10-14,-0.4307309436526708,,,,,,,0.38096495169917094,0.4209298492504375
2016-10-17,-0.4278819822395635,,,,,,,0.38053983535048297,0.42498634197394203
