rebalance_date,instrument_id,target_weight,bucket
2020-02-28,000312.OF,0.0,VALUE
2020-02-28,000602.OF,0.247452579547233,CASH
2020-02-28,002236.OF,0.0,GROWTH
2020-02-28,003194.OF,0.0,VALUE
2020-02-28,003377.OF,0.752547420452767,RATE
2020-02-28,004195.OF,0.0,CYCLE
2020-02-28,004253.OF,0.0,GOLD
2020-02-28,004409.OF,0.0,GROWTH
2020-02-28,004744.OF,0.0,GROWTH
2020-02-28,005562.OF,0.0,VALUE
2020-02-28,164304.OF,0.0,CYCLE
2020-02-28,690008.OF,0.0,CYCLE
