date,000312.OF,002236.OF,003194.OF,004195.OF,004409.OF,004744.OF,005562.OF,164304.OF,690008.OF,,-0.325910697,0.463554316
2018/4/4,0.134797611,0.307460774,0.098361423,-0.273086999,-0.351020691,,,-0.237248305,-0.723631761,,,
2018/4/9,0.138472046,0.310071385,0.098114208,-0.272288979,-0.339929185,,,-0.236264102,-0.709913673,,,
2018/4/10,0.140000495,0.307592734,0.105280661,-0.28656657,-0.380727743,,,-0.231941806,-0.711365371,,,
2018/4/11,0.147305458,0.298998133,0.124335066,-0.276484986,-0.396217414,,,-0.232671165,-0.695942207,,,
2018/4/12,0.121605275,0.299315768,0.116956256,-0.266492283,-0.392481058,,,-0.19755135,-0.657900395,,,
2018/4/13,0.132620142,0.275272899,0.11992031,-0.270068811,-0.424563107,,,-0.213161706,-0.654286399,,,
2018/4/16,0.134099699,0.272935557,0.120019546,-0.271759735,-0.417833144,,,-0.187454331,-0.655863682,,,
2018/4/17,0.12050067,0.268335328,0.102591154,-0.271811448,-0.418050818,,,-0.167900049,-0.656099875,,,
2018/4/18,0.118334263,0.264938928,0.099220234,-0.264271149,-0.379058288,,,-0.169650863,-0.655808849,,,
2018/4/19,0.11847181,0.264672128,0.100022698,-0.263600538,-0.37831063,,,-0.169644001,-0.661456525,,,
2018/4/20,0.119516844,0.26424148,0.101490647,-0.262361666,-0.370857716,,,-0.166114593,-0.650500365,,,
2018/4/23,0.142614202,0.245512617,0.088253315,-0.276163347,-0.401200345,,,-0.209647975,-0.690512031,,,
2018/4/24,0.138426189,0.243798438,0.108778815,-0.273571539,-0.414151977,,,-0.202619958,-0.705336236,,,
2018/4/25,0.138244598,0.246180569,0.108204421,-0.27313551,-0.407722619,,,-0.187978197,-0.704266307,,,
2018/4/26,0.167594516,0.246576339,0.09709915,-0.32438052,-0.464337439,,,-0.259938638,-0.741506724,,,
2018/4/27,0.168770808,0.256757535,0.093229055,-0.319819641,-0.480591021,,,-0.255126805,-0.743288112,,,
2018/5/2,0.168867053,0.262347495,0.093233466,-0.319447421,-0.479685898,,,-0.252812051,-0.727007719,,,
2018/5/3,0.150631298,0.274977259,0.086960199,-0.328715605,-0.4657021,,,-0.291906635,-0.723864564,,,
2018/5/4,0.140219951,0.277938091,0.100589163,-0.328209916,-0.453217626,,,-0.311383114,-0.75255879,,,
2018/5/7,0.139534226,0.279318294,0.100050382,-0.311618149,-0.531558452,,,-0.3333473,-0.695530569,,,
2018/5/8,0.1416555,0.279652287,0.105300755,-0.311440496,-0.520973641,,,-0.33388199,-0.686243557,,,
2018/5/9,0.14544026,0.280003099,0.104515927,-0.312367445,-0.519000386,,,-0.330421356,-0.674704989,,,
2018/5/10,0.144727558,0.277698825,0.105357228,-0.312151416,-0.523622741,,,-0.332820006,-0.674712616,,,
2018/5/11,0.163560009,0.209124071,0.166798262,-0.346602846,-0.573472422,,,-0.408251789,-0.807298766,,,
2018/5/14,0.161855623,0.218577661,0.138612027,-0.342061171,-0.579411524,,,-0.413177164,-0.706029424,,,
2018/5/15,0.188455485,0.215055885,0.136777817,-0.342331134,-0.580881358,,,-0.426709683,-0.722549479,,,
2018/5/16,0.230657674,0.226454135,0.147015824,-0.340990935,-0.581183278,,,-0.437274336,-0.711619903,,,
2018/5/17,0.2505573,0.227998037,0.138318683,-0.340919385,-0.579322467,,,-0.450964504,-0.706485416,,,
2018/5/18,0.24622808,0.234399975,0.151622883,-0.337720983,-0.58130966,,,-0.437564144,-0.647007672,,,
2018/5/21,0.246257654,0.238438398,0.151610494,-0.336928905,-0.586620766,,,-0.443574403,-0.577405921,,,
2018/5/22,0.228231821,0.242014272,0.146105374,-0.330029154,-0.622867614,,,-0.461599688,-0.501287683,,,
2018/5/23,0.219955673,0.236505452,0.115731587,-0.329670094,-0.619017724,,,-0.476505185,-0.238666955,,,
2018/5/24,0.222414947,0.237002644,0.112549949,-0.329034676,-0.619834724,,,-0.484120098,-0.204134784,,,
2018/5/25,0.222841267,0.236526251,0.130442431,-0.34151471,-0.68293405,,,-0.489880344,-0.237224423,,,
2018/5/28,0.221244146,0.242814336,0.126434342,-0.333958725,-0.641564436,,,-0.487208421,-0.236602506,,,
2018/5/29,0.219092114,0.239094126,0.123637034,-0.338336851,-0.729005861,,,-0.490230771,-0.242394646,,,
2018/5/30,0.231320716,0.230050066,0.165907221,-0.345944219,-0.655315975,,,-0.479180495,-0.280387734,,,
2018/5/31,0.205742683,0.174980027,0.223652017,-0.402936497,-0.754430688,,,-0.504233575,-0.460376026,,,
2018/6/1,0.170048744,0.131642722,0.250792288,-0.423274669,-0.820803317,,,-0.511766763,-0.532457872,,,
2018/6/4,0.334637615,0.089866518,0.298320499,-0.444299579,-0.792281134,0.023474554,,-0.564898771,-0.652584473,,,
2018/6/5,0.383926247,0.091871833,0.318159014,-0.53033246,-0.819574477,-0.071085849,,-0.589568628,-0.694215159,,,
2018/6/6,0.388084469,0.092755423,0.310332297,-0.531450948,-0.787934929,-0.042935645,,-0.59329934,-0.723217495,,,
2018/6/7,0.387546498,0.074428728,0.312168237,-0.48155943,-0.838349448,-0.099175322,,-0.600972798,-0.671771957,,,
2018/6/8,0.365061424,0.068157219,0.304757902,-0.579987228,-0.923896286,-0.106569397,,-0.604466609,-0.671510761,,,
2018/6/11,0.335875711,0.058550459,0.327097003,-0.502575884,-0.98031437,-0.072757836,,-0.599609269,-0.644640619,,,
2018/6/12,0.328089512,0.047945642,0.342843995,-0.46992531,-0.996056168,-0.057121201,,-0.596495186,-0.655530555,,,
2018/6/13,0.328681887,0.049623645,0.345539826,-0.469715003,-0.961197974,-0.032382105,,-0.596121236,-0.648226272,,,
2018/6/14,0.33453976,0.043800911,0.352029935,-0.478616625,-0.971165524,-0.032125668,,-0.595959428,-0.649523674,,,
2018/6/15,0.347147102,0.043790703,0.347834649,-0.453680758,-0.951268613,-0.000249999,,-0.592552344,-0.647177582,,,
2018/6/19,0.355249489,0.028120412,0.426166154,-0.566130932,-0.824206049,0.029901629,,-0.573372655,-0.598913876,,,
2018/6/20,0.37675958,0.02936549,0.490828732,-0.552285599,-0.682633988,0.028139834,,-0.571703311,-0.581140343,,,
2018/6/21,0.361411609,0.041112891,0.466748345,-0.595841365,-0.696519361,0.038444642,,-0.544567458,-0.567709643,,,
2018/6/22,0.363785134,0.040873031,0.461908967,-0.586821843,-0.712829928,0.038617406,,-0.546719696,-0.569186241,,,
2018/6/25,0.370200565,0.02611842,0.488591816,-0.678528449,-0.73154808,0.013625598,,-0.551636182,-0.521537434,,,
2018/6/26,0.380532804,-0.003814955,0.547588105,-0.713419806,-0.876921368,-0.115091803,,-0.544835433,-0.46707203,,,
2018/6/27,0.382963138,-0.005980848,0.559565765,-0.715964687,-0.884261481,-0.113113394,,-0.531179675,-0.448271675,,,
2018/6/28,0.378840658,-0.035528654,0.582394999,-0.670262468,-0.904032384,-0.143326496,,-0.50794846,-0.402664981,,,
2018/6/29,0.373898663,-0.026022724,0.581240059,-0.622026899,-0.907500092,-0.184811209,,-0.51589393,-0.403776283,,,
2018/7/2,0.368432117,-0.013298341,0.583142554,-0.549256852,-0.900186834,-0.169412008,,-0.514571167,-0.402203439,,,
2018/7/3,0.366322315,-0.010747484,0.583489625,-0.540202514,-0.893459224,-0.166248917,,-0.515322327,-0.436387264,,,
2018/7/4,0.355739504,-0.007988763,0.607644287,-0.544333576,-0.928894093,-0.189276334,,-0.510001644,-0.413412479,,,
2018/7/5,0.358229802,-0.005960736,0.607315827,-0.545309738,-0.93150086,-0.184214493,,-0.509964663,-0.416384694,,,
2018/7/6,0.35823135,-0.034569767,0.576856704,-0.487988313,-0.931648089,-0.199793261,,-0.511742909,-0.382253798,,,
2018/7/9,0.34854077,-0.036792337,0.570406095,-0.436723953,-0.924327269,-0.198762876,,-0.500689341,-0.379401582,,,
2018/7/10,0.348942282,-0.031467661,0.552691121,-0.430638816,-0.921040225,-0.192431667,,-0.498441464,-0.403259106,,,
2018/7/11,0.349418489,-0.032065381,0.542326659,-0.432025274,-0.927587943,-0.197270043,,-0.495998245,-0.405125302,,,
2018/7/12,0.341944063,-0.096945264,0.545855164,-0.343155439,-1.072814142,-0.235277766,,-0.510171894,-0.264449992,,,
2018/7/13,0.34510857,-0.097761998,0.5505789,-0.354599878,-1.071399519,-0.205623823,,-0.513273552,-0.261739796,,,
2018/7/16,0.327031595,-0.111332594,0.5485621,-0.348982369,-1.069808487,-0.201767432,,-0.509718414,-0.24891567,,,
2018/7/17,0.327482267,-0.111826942,0.548503041,-0.359646375,-1.069619508,-0.193074693,,-0.508933662,-0.254035841,,,
2018/7/18,0.298299244,-0.135117396,0.540429163,-0.358046669,-1.136253934,-0.207020343,,-0.491176051,-0.296772802,,,
2018/7/19,0.309586567,-0.141924915,0.5619799,-0.347844853,-1.181589417,-0.188781601,,-0.484401196,-0.331914122,,,
2018/7/20,0.301286345,-0.115822496,0.577012913,-0.34332401,-1.176191881,-0.135423078,,-0.487519636,-0.417642729,,,
2018/7/23,0.287130213,-0.060067017,0.518919989,-0.336849931,-1.174519855,-0.117563632,,-0.50741168,-0.581671276,,,
2018/7/24,0.269573594,-0.026479013,0.521745151,-0.35565106,-1.047654835,0.004215077,,-0.502972184,-0.585721187,,,
2018/7/25,0.248706262,-0.000704625,0.510490938,-0.361535128,-0.90316707,0.106446879,,-0.576300941,-0.672154378,,,
2018/7/26,0.235607296,-0.003010975,0.515543627,-0.364026172,-0.889729914,0.100950019,,-0.575889002,-0.665191959,,,
2018/7/27,0.229780384,-0.009416622,0.515640426,-0.365500327,-0.88456942,0.101046954,,-0.571029334,-0.663098874,,,
2018/7/30,0.232073349,-0.013778796,0.516152926,-0.367495296,-0.880940843,0.10896826,,-0.581130944,-0.669780488,,,
2018/7/31,0.235884133,-0.00405604,0.511704914,-0.370817089,-0.862864567,0.137630607,,-0.613843949,-0.679449691,,,
2018/8/1,0.237598606,-0.008246572,0.51728216,-0.370810055,-0.855989961,0.138936991,,-0.610420087,-0.680159505,,,
2018/8/2,0.251839593,-0.009315166,0.555654141,-0.365487975,-0.825525745,0.111262701,,-0.577771787,-0.68890883,,,
2018/8/3,0.251429351,0.007288802,0.540626075,-0.304665608,-0.845678616,0.100134276,,-0.555267858,-0.685134096,,,
2018/8/6,0.248704045,-0.002372631,0.546600437,-0.283924786,-0.869051381,0.106288825,,-0.535404977,-0.628179861,,,
2018/8/7,0.259690915,0.028782856,0.514813986,-0.270663191,-0.796138015,0.116448799,,-0.586890559,-0.765234626,,,
2018/8/8,0.267752143,0.033824058,0.522230769,-0.261118866,-0.790057805,0.118466331,,-0.562758141,-0.755795109,,,
2018/8/9,0.266857344,0.037005618,0.523565959,-0.260509183,-0.7954376,0.11816112,,-0.561521694,-0.75611199,,,
2018/8/10,0.270145149,0.036342353,0.507221641,-0.268406942,-0.763841047,0.122594713,,-0.562831101,-0.741042992,,,
2018/8/13,0.268969608,0.034167441,0.507624246,-0.274841483,-0.766310057,0.109427419,,-0.561952065,-0.747469225,,,
2018/8/14,0.26430556,-0.03212729,0.462210757,-0.284061772,-0.813746003,0.046665511,,-0.517818241,-0.715454465,,,
2018/8/15,0.260773516,-0.041086402,0.454452372,-0.28070179,-0.830048161,0.049542246,,-0.507208578,-0.678679864,,,
2018/8/16,0.262174501,-0.04133566,0.455438161,-0.281266981,-0.829903026,0.049814323,,-0.507408892,-0.677963328,,,
2018/8/17,0.249046853,-0.036308508,0.463155005,-0.274555323,-0.829537932,0.049739123,,-0.510222055,-0.641582831,,,
2018/8/20,0.252631002,-0.040112312,0.447303791,-0.280782005,-0.825868647,0.031537604,,-0.506815179,-0.613801747,,,
2018/8/21,0.254441652,-0.026839027,0.413096951,-0.280090277,-0.771472732,0.039982943,,-0.501456956,-0.569309681,,,
2018/8/22,0.254440782,-0.027076697,0.411275719,-0.279384958,-0.765306956,0.040663684,,-0.502932211,-0.569568374,,,
2018/8/23,0.253906479,-0.025424751,0.399038067,-0.280000493,-0.753504179,0.04677739,,-0.501045008,-0.570049434,,,
2018/8/24,0.25573948,-0.031462897,0.385077494,-0.279857162,-0.74537504,0.047678866,,-0.500700758,-0.564776451,,,
2018/8/27,0.255455296,-0.038455016,0.39760168,-0.274405942,-0.758016223,0.043925469,,-0.501319584,-0.575732391,,,
2018/8/28,0.255387455,-0.04136903,0.396220257,-0.273234614,-0.758163163,0.04331696,,-0.499691322,-0.569947461,,,
2018/8/29,0.253077601,-0.042646377,0.393710894,-0.270395726,-0.75718346,0.05078135,,-0.498489767,-0.561659436,,,
2018/8/30,0.239392072,-0.048350959,0.408278613,-0.248614363,-0.748853217,0.05540689,,-0.489199767,-0.516960489,,,
2018/8/31,0.233792229,-0.047717091,0.377084782,-0.21584057,-0.739604583,0.053521957,,-0.46809117,-0.431520519,,,
2018/9/3,0.23605467,-0.053794593,0.357121736,-0.211604462,-0.756248721,0.110282499,,-0.460949085,-0.414633444,,,
2018/9/4,0.236193513,-0.053637058,0.357121133,-0.211811044,-0.759575113,0.069543657,,-0.460364493,-0.414716126,,,
2018/9/5,0.234619795,-0.055292295,0.357682952,-0.213061465,-0.759954672,0.049669115,,-0.460762482,-0.414817121,,,
2018/9/6,0.232381683,-0.050555573,0.374719749,-0.202279441,-0.770124274,0.140280906,,-0.463271705,-0.382369869,,,
2018/9/7,0.241570591,-0.040534329,0.380284942,-0.199468749,-0.712540503,0.143727869,,-0.472686912,-0.394330535,,,
2018/9/10,0.239123585,-0.044249775,0.385173371,-0.188798203,-0.703732928,0.174063551,,-0.469559717,-0.379792553,,,
2018/9/11,0.237718386,-0.044172885,0.38433726,-0.18673493,-0.717451167,0.167821926,,-0.468620631,-0.37892196,,,
2018/9/12,0.248291309,-0.039980617,0.36976434,-0.202441274,-0.71130462,0.178277151,,-0.488710518,-0.398579356,,,
2018/9/13,0.253246054,-0.043952869,0.359907622,-0.201050229,-0.683142028,0.145111815,,-0.495402889,-0.400133326,,,
2018/9/14,0.22918075,-0.056052479,0.359748943,-0.19722912,-0.707833162,0.068035178,,-0.46563032,-0.387911598,,,
2018/9/17,0.215212394,-0.057262632,0.366961971,-0.193166794,-0.713413454,-0.00416728,,-0.454328637,-0.349130752,,,
2018/9/18,0.201797053,-0.091345254,0.348755711,-0.210198217,-0.602505269,-0.01069033,,-0.513607969,-0.353109896,,,
2018/9/19,0.158947892,-0.117750893,0.359079155,-0.207094813,-0.592940764,-0.119746689,,-0.537427175,-0.262975389,,,
2018/9/20,0.144694739,-0.120568427,0.364611584,-0.206245559,-0.606928065,-0.128762575,,-0.538398711,-0.257626741,,,
2018/9/21,0.114173059,-0.100605182,0.392604534,-0.209383979,-0.612633511,-0.10480397,,-0.554336124,-0.241677203,,,
2018/9/25,0.112086905,-0.102609498,0.393049312,-0.210629937,-0.613211717,-0.1029822,,-0.554113937,-0.243697144,,,
2018/9/26,0.112715156,-0.101729059,0.393655181,-0.209114839,-0.613971211,-0.099864245,,-0.554006633,-0.247617898,,,
2018/9/27,0.095097418,-0.10121222,0.39338901,-0.203461642,-0.590471351,-0.095597971,,-0.545110566,-0.263108279,,,
2018/9/28,0.087574623,-0.109830472,0.41648709,-0.203042472,-0.574094406,-0.121792542,,-0.540301793,-0.284670375,,,
2018/10/8,0.104382354,-0.069120083,0.523367384,-0.18394978,-0.520780271,-0.139350238,,-0.510358626,-0.308857362,,,
2018/10/9,0.108073215,-0.048181176,0.484148396,-0.169917771,-0.471800612,-0.240012086,,-0.510418063,-0.118279586,,,
2018/10/10,0.109468752,-0.046940199,0.487686159,-0.174193791,-0.465373219,-0.218900851,,-0.507133289,-0.149559018,,,
2018/10/11,0.116594212,-0.054117871,0.47020099,-0.162468561,-0.472782965,-0.220657587,,-0.564620881,-0.139398651,,,
2018/10/12,0.107811335,-0.06270246,0.470483439,-0.170221349,-0.472442924,-0.214335057,,-0.565008968,-0.134867166,,,
2018/10/15,0.098434595,-0.062542247,0.471069763,-0.17005924,-0.473858412,-0.22114363,,-0.568407232,-0.135485985,,,
2018/10/16,0.099552011,-0.045337984,0.440610448,-0.179680454,-0.491857743,-0.251211883,,-0.562640993,-0.137383882,,,
2018/10/17,0.133642852,-0.078576634,0.363471516,-0.21861007,-0.707509731,-0.426676529,,-0.557285435,-0.043939132,,,
2018/10/18,0.129277917,-0.078838024,0.365184818,-0.216534961,-0.68795927,-0.417801453,,-0.547193505,-0.058493748,,,
2018/10/19,0.130240991,-0.078408631,0.360549761,-0.214494511,-0.665576922,-0.421387261,,-0.5500101,-0.0610066,,,
2018/10/22,0.135569289,-0.049144715,0.360371366,-0.255353823,-0.611190893,-0.22846151,,-0.611940198,-0.057213313,,,
2018/10/23,0.135952927,-0.055246954,0.36430207,-0.266935907,-0.633389004,-0.22167014,,-0.631265933,-0.024625982,,,
2018/10/24,0.135411405,-0.029942574,0.332270945,-0.252128991,-0.638864764,-0.232466538,,-0.643201615,-0.044922712,,,
2018/10/25,0.146061123,-0.025049984,0.314820762,-0.243627752,-0.66536806,-0.243324825,,-0.644592202,-0.040335234,,,
2018/10/26,0.139950613,-0.075261601,0.275336376,-0.220656723,-0.642153635,-0.267301238,,-0.632715239,0.010019011,,,
2018/10/29,0.131826763,-0.09216447,0.292787237,-0.233410409,-0.773395576,-0.389352245,,-0.634117257,0.019092037,,,
2018/10/30,0.152706675,-0.097567839,0.312033251,-0.250010626,-0.799428179,-0.412162793,,-0.638811631,0.008881397,,,
2018/10/31,0.151478462,-0.116185485,0.344718754,-0.273621837,-0.772305852,-0.354687201,,-0.643431312,-0.052816183,,,
2018/11/1,0.138170369,-0.107771585,0.350093591,-0.27699239,-0.739850546,-0.35227905,,-0.63842356,-0.064072984,,,
2018/11/2,0.136281911,-0.104611696,0.345507248,-0.282389658,-0.745074876,-0.37082992,,-0.647594119,-0.058847598,,,
2018/11/5,0.138933196,-0.104187378,0.342701398,-0.284433687,-0.747516176,-0.376288889,,-0.64650012,-0.058875454,,,
2018/11/6,0.136372683,-0.105938979,0.31902489,-0.289107065,-0.748086944,-0.384723713,,-0.637925451,-0.069708457,,,
2018/11/7,0.148629246,-0.136858475,0.228558337,-0.296028395,-0.706059207,-0.408908369,,-0.657024757,-0.045284698,,,
2018/11/8,0.147678683,-0.136616012,0.23062521,-0.304434649,-0.725529019,-0.427264231,,-0.661341046,-0.074978066,,,
2018/11/9,0.147410224,-0.134697661,0.217587292,-0.308890363,-0.756180534,-0.439835228,,-0.676622695,-0.072509172,,,
2018/11/12,0.153491938,-0.152987043,0.227748094,-0.308891288,-0.811532148,-0.487175117,,-0.700934232,-0.054809776,,,
2018/11/13,0.153764981,-0.155400033,0.227127718,-0.306682194,-0.795540466,-0.478906331,,-0.693742407,-0.054067375,,,
2018/11/14,0.151895444,-0.167936861,0.239054052,-0.3007069,-0.812181572,-0.485532783,,-0.685220628,-0.048724647,,,
2018/11/15,0.161978741,-0.191868259,0.242343207,-0.286122726,-0.773263914,-0.501940197,,-0.698622129,-0.005066777,,,
2018/11/16,0.16062226,-0.202493958,0.211240807,-0.276488229,-0.789752203,-0.484297216,,-0.693686175,0.011791987,,,
2018/11/19,0.160833285,-0.189858154,0.238656855,-0.274348008,-0.765461878,-0.475903906,,-0.699889356,0.002496447,,,
2018/11/20,0.15623305,-0.157452012,0.218006998,-0.266151097,-0.7929214,-0.457826499,,-0.715643007,0.056298037,,,
2018/11/21,0.155493215,-0.156961834,0.218138185,-0.269191624,-0.793230804,-0.455908219,,-0.717432275,0.04029078,,,
2018/11/22,0.151038899,-0.150293158,0.220791371,-0.264609454,-0.780400299,-0.462078108,,-0.715057139,0.049365903,,,
2018/11/23,0.150551783,-0.150056017,0.231877488,-0.26255217,-0.776641342,-0.469693744,,-0.714775649,0.05656611,,,
2018/11/26,0.142364979,-0.150128959,0.22918574,-0.265100847,-0.765114678,-0.469247804,,-0.723457968,0.070552894,,,
2018/11/27,0.142562361,-0.14914941,0.227673705,-0.265845473,-0.76558653,-0.468063357,,-0.725460708,0.077712103,,,
2018/11/28,0.120911368,-0.138924513,0.229268273,-0.26144122,-0.743061245,-0.4599941,,-0.706862449,0.070899853,,,
2018/11/29,0.123116126,-0.107386991,0.233749707,-0.259849609,-0.698491475,-0.437823816,,-0.699344073,-0.001130843,,,
2018/11/30,0.116709327,-0.107565696,0.234015027,-0.265291668,-0.667441278,-0.425340832,,-0.696063567,-0.017696571,,,
2018/12/3,0.108562213,-0.093488848,0.220782478,-0.264046071,-0.666756746,-0.396060131,,-0.676317053,0.017763032,,,
2018/12/4,0.108642437,-0.093245429,0.222601103,-0.264686603,-0.671283267,-0.395804492,,-0.680527562,0.014378749,,,
2018/12/5,0.11449797,-0.102200698,0.239494132,-0.268154343,-0.669100608,-0.411318083,,-0.68769482,0.000659011,,,
2018/12/6,0.123477045,-0.104195179,0.253646984,-0.253791054,-0.667561898,-0.439375985,,-0.672962599,0.02241758,,,
2018/12/7,0.102974363,-0.095852436,0.247239357,-0.241568322,-0.750245854,-0.419070728,,-0.67158274,0.040614704,,,
2018/12/10,0.105487639,-0.070890171,0.25226995,-0.235315242,-0.710029769,-0.393990893,,-0.681937954,0.067067146,,,
2018/12/11,0.107080176,-0.072419302,0.252117014,-0.232860952,-0.69847131,-0.392149948,,-0.680677286,0.069696467,,,
2018/12/12,0.107028162,-0.091640698,0.254256355,-0.224289052,-0.702690258,-0.390024957,,-0.678097991,0.060305921,,,
2018/12/13,0.109979889,-0.108040209,0.269541769,-0.194160445,-0.699964488,-0.352756141,,-0.654603198,0.091505211,,,
2018/12/14,0.111073608,-0.113364968,0.269850818,-0.178876283,-0.668745256,-0.353918427,,-0.629257192,0.107844363,,,
2018/12/17,0.112797142,-0.113166692,0.278297197,-0.190227909,-0.672271166,-0.35263048,,-0.633737082,0.120748126,,,
2018/12/18,0.112728057,-0.11217855,0.276676061,-0.190733337,-0.672522301,-0.351042582,,-0.632709222,0.120384946,,,
2018/12/19,0.111126336,-0.112898335,0.271035796,-0.190922135,-0.679262891,-0.348581897,,-0.62928667,0.122411095,,,
2018/12/20,0.112479881,-0.111002217,0.270725038,-0.189996452,-0.678877659,-0.35420607,,-0.62990334,0.122134667,,,
2018/12/21,0.113159303,-0.117905196,0.278058202,-0.187194769,-0.67779152,-0.355416462,,-0.631901993,0.121210291,,,
2018/12/24,0.11811912,-0.109579889,0.270111628,-0.167099861,-0.690769168,-0.364292611,,-0.638403185,0.113488181,,,
2018/12/25,0.127912297,-0.105140803,0.271289559,-0.158841995,-0.674749496,-0.385657837,,-0.659747515,0.082469781,,,
2018/12/26,0.12884774,-0.088940943,0.259807257,-0.153834757,-0.671525294,-0.387594264,,-0.672923488,0.07688587,,,
2018/12/27,0.128231136,-0.097711806,0.2553499,-0.157109002,-0.671021818,-0.387633789,,-0.676292245,0.092473248,,,
2018/12/28,0.124093799,-0.074312912,0.278213114,-0.151682162,-0.616841816,-0.380226774,,-0.651787657,0.080037081,,,
2019/1/2,0.133029681,-0.056205575,0.277658144,-0.183306006,-0.591086373,-0.423893353,,-0.667323528,0.082830624,,,
2019/1/3,0.141323014,-0.046318619,0.296902702,-0.188298225,-0.584875774,-0.438611053,,-0.666999894,0.070339085,,,
2019/1/4,0.138343528,-0.046545618,0.299925524,-0.18835527,-0.582148713,-0.449269018,,-0.66559912,0.092474009,,,
2019/1/7,0.13812567,-0.051614014,0.299776805,-0.191021238,-0.596233834,-0.449917152,,-0.668533352,0.085302283,,,
2019/1/8,0.137969241,-0.051733165,0.299410291,-0.190617987,-0.596694359,-0.450636946,,-0.669767536,0.084105086,,,
2019/1/9,0.161359506,-0.042234204,0.322749911,-0.2109192,-0.643602646,-0.484712514,,-0.680732571,0.085191415,,,
2019/1/10,0.161414811,-0.038065835,0.326948261,-0.211313437,-0.645486022,-0.487029173,,-0.686557751,0.080518218,,,
2019/1/11,0.162971916,-0.034627339,0.327070316,-0.211678272,-0.644084228,-0.485004793,,-0.680337593,0.080249543,,,
2019/1/14,0.155747768,-0.04188772,0.3214394,-0.225474032,-0.635843417,-0.483790502,,-0.679631289,0.057181291,,,
2019/1/15,0.152586132,-0.031098954,0.332107232,-0.242596509,-0.632668704,-0.473697673,,-0.689730568,0.001610691,,,
2019/1/16,0.150004475,-0.036465264,0.334035167,-0.237580325,-0.637159316,-0.467592319,,-0.689106585,0.004360534,,,
2019/1/17,0.149099194,-0.038342262,0.329315237,-0.23016292,-0.639863993,-0.452965521,,-0.690875474,-0.035569535,,,
2019/1/18,0.140693494,-0.029276415,0.327617808,-0.223311978,-0.622176499,-0.432340356,,-0.68859032,-0.030918988,,,
2019/1/21,0.139274101,-0.027971631,0.327021227,-0.223025848,-0.625743736,-0.429446966,,-0.688139332,-0.030742447,,,
2019/1/22,0.139062226,-0.027744607,0.325967383,-0.223041185,-0.626710211,-0.428759863,,-0.69287535,-0.032782405,,,
2019/1/23,0.140071978,-0.030654237,0.327710809,-0.224753604,-0.630645107,-0.4200627,,-0.686937709,-0.027523964,,,
2019/1/24,0.14007997,-0.029011829,0.327602754,-0.224516886,-0.631515722,-0.420309933,,-0.687486155,-0.025679867,,,
2019/1/25,0.13814995,-0.029561744,0.32695065,-0.230477597,-0.636121766,-0.418538261,,-0.686735891,-0.030047911,,,
2019/1/28,0.15882142,-0.035356132,0.315244583,-0.224875237,-0.633126121,-0.40102626,,-0.67983163,-0.081948662,,,
2019/1/29,0.155269771,-0.025895289,0.329586913,-0.225696786,-0.619116181,-0.399342664,,-0.680459648,-0.063545133,,,
2019/1/30,0.153518854,-0.024193544,0.329616649,-0.207481987,-0.599130159,-0.377571695,,-0.657182221,-0.040015726,,,
2019/1/31,0.157118765,0.010355231,0.328134309,-0.209677389,-0.561559469,-0.372020537,,-0.669167739,-0.054356474,,,
2019/2/1,0.187084114,0.050259066,0.327702545,-0.195998497,-0.515539351,-0.382128503,,-0.680838458,-0.066972118,,,
2019/2/11,0.185302277,0.052182416,0.329630798,-0.194475567,-0.51329965,-0.377170791,,-0.673508001,-0.068904393,,,
2019/2/12,0.183995115,0.051618229,0.319409369,-0.195028313,-0.511610974,-0.376511167,,-0.668468732,-0.066662523,,,
2019/2/13,0.182197066,0.062704475,0.325193085,-0.198818944,-0.457027221,-0.382166131,,-0.66799943,-0.04924859,,,
2019/2/14,0.1803625,0.069679389,0.328388094,-0.197334895,-0.431269814,-0.379172846,,-0.669363629,-0.039519077,,,
2019/2/15,0.181427011,0.068083707,0.334060452,-0.199299382,-0.435987288,-0.393580276,,-0.668994339,-0.046144554,,,
2019/2/18,0.183444124,0.075530956,0.335469198,-0.200939679,-0.426099105,-0.389723804,,-0.670075286,-0.049110163,,,
2019/2/19,0.187054162,0.072738333,0.325502812,-0.20053481,-0.415229558,-0.372510962,,-0.667597677,-0.042413877,,,
2019/2/20,0.195023073,0.038675305,0.32691951,-0.209602696,-0.407579656,-0.348858945,,-0.647906987,0.034300267,,,
2019/2/21,0.193674287,0.038474151,0.327789951,-0.21029444,-0.408534079,-0.351097747,,-0.648777241,0.039365014,,,
2019/2/22,0.169523586,-0.029357005,0.321088222,-0.188635212,-0.451681747,-0.354891404,,-0.648035732,0.144142565,,,
2019/2/25,0.175633497,-0.020722614,0.329257234,-0.1878186,-0.411927977,-0.349265387,,-0.661092507,0.096527667,,,
2019/2/26,0.183036768,-0.015314849,0.340079481,-0.201468728,-0.422183429,-0.38623626,,-0.660448875,0.076916259,,,
2019/2/27,0.198316901,-0.042555245,0.344917264,-0.217759218,-0.614215162,-0.539340012,,-0.684870604,-0.078646974,,,
2019/2/28,0.193512772,-0.03820581,0.349592709,-0.194449389,-0.521337043,-0.4578273,,-0.630909332,-0.042513568,,,
2019/3/1,0.187144249,-0.032891716,0.351851384,-0.176100338,-0.521757607,-0.472585169,,-0.616282546,-0.024018147,,,
